timestamp_utc,host_cpu_pct,host_memory_used_mib,host_memory_pct,container_name,container_cpu_pct,container_memory_mib
2026-09-02T07:55:48.608063+00:00,0.0,19061.848,58.5,teachplatform-mysql,0.45,365.1
2026-09-02T07:55:51.703795+00:00,19.1,19116.316,58.7,teachplatform-mysql,0.45,365.1
2026-09-02T07:55:54.816098+00:00,18.7,19146.496,58.8,teachplatform-mysql,0.44,365.1
2026-09-02T07:55:57.690931+00:00,16.6,19170.199,58.9,teachplatform-mysql,4.25,365.1
2026-09-02T07:56:00.805788+00:00,36.0,19194.641,59.0,teachplatform-mysql,4.22,365.1
2026-09-02T07:56:03.923127+00:00,47.6,19197.215,59.0,teachplatform-mysql,4.14,365.2
2026-09-02T07:56:06.821606+00:00,50.1,19190.273,58.9,teachplatform-mysql,3.93,365.2
2026-09-02T07:56:09.955861+00:00,47.5,19181.184,58.9,teachplatform-mysql,4.05,365.2
2026-09-02T07:56:13.071883+00:00,44.6,19165.953,58.9,teachplatform-mysql,4.14,365.5
2026-09-02T07:56:16.218943+00:00,43.3,19170.355,58.9,teachplatform-mysql,4.14,365.2
