timestamp_utc,host_cpu_pct,host_memory_used_mib,host_memory_pct,container_name,container_cpu_pct,container_memory_mib
2026-09-02T07:51:44.979073+00:00,50.0,22256.609,68.4,teaching_platform-gateway-1,13.29,24.88
2026-09-02T07:51:44.979073+00:00,50.0,22256.609,68.4,teaching_platform-web-bff-1,46.75,1431.552
2026-09-02T07:51:44.979073+00:00,50.0,22256.609,68.4,teaching_platform-assessment-service-1,0.05,746.4
2026-09-02T07:51:44.979073+00:00,50.0,22256.609,68.4,teaching_platform-learning-service-1,0.05,623.0
2026-09-02T07:51:44.979073+00:00,50.0,22256.609,68.4,teaching_platform-user-service-1,0.06,817.9
2026-09-02T07:51:44.979073+00:00,50.0,22256.609,68.4,teaching_platform-microservices-mysql-1,0.4,410.5
2026-09-02T07:51:47.734751+00:00,16.2,22270.574,68.4,teaching_platform-gateway-1,13.85,24.96
2026-09-02T07:51:47.734751+00:00,16.2,22270.574,68.4,teaching_platform-web-bff-1,25.27,1430.528
2026-09-02T07:51:47.734751+00:00,16.2,22270.574,68.4,teaching_platform-assessment-service-1,0.06,746.4
2026-09-02T07:51:47.734751+00:00,16.2,22270.574,68.4,teaching_platform-learning-service-1,0.08,623.0
2026-09-02T07:51:47.734751+00:00,16.2,22270.574,68.4,teaching_platform-user-service-1,0.07,817.9
2026-09-02T07:51:47.734751+00:00,16.2,22270.574,68.4,teaching_platform-microservices-mysql-1,0.43,410.4
2026-09-02T07:51:50.828698+00:00,19.6,22267.352,68.4,teaching_platform-gateway-1,13.82,25.39
2026-09-02T07:51:50.828698+00:00,19.6,22267.352,68.4,teaching_platform-web-bff-1,25.48,1430.528
2026-09-02T07:51:50.828698+00:00,19.6,22267.352,68.4,teaching_platform-assessment-service-1,0.12,746.4
2026-09-02T07:51:50.828698+00:00,19.6,22267.352,68.4,teaching_platform-learning-service-1,1.91,623.5
2026-09-02T07:51:50.828698+00:00,19.6,22267.352,68.4,teaching_platform-user-service-1,0.07,817.9
2026-09-02T07:51:50.828698+00:00,19.6,22267.352,68.4,teaching_platform-microservices-mysql-1,0.44,410.4
2026-09-02T07:51:53.913605+00:00,20.5,22283.043,68.4,teaching_platform-gateway-1,13.75,24.92
2026-09-02T07:51:53.913605+00:00,20.5,22283.043,68.4,teaching_platform-web-bff-1,27.5,1431.552
2026-09-02T07:51:53.913605+00:00,20.5,22283.043,68.4,teaching_platform-assessment-service-1,2.12,746.6
2026-09-02T07:51:53.913605+00:00,20.5,22283.043,68.4,teaching_platform-learning-service-1,3.32,623.3
2026-09-02T07:51:53.913605+00:00,20.5,22283.043,68.4,teaching_platform-user-service-1,0.9,818.4
2026-09-02T07:51:53.913605+00:00,20.5,22283.043,68.4,teaching_platform-microservices-mysql-1,2.39,410.6
2026-09-02T07:51:56.813059+00:00,28.2,22273.332,68.4,teaching_platform-gateway-1,17.02,25.12
2026-09-02T07:51:56.813059+00:00,28.2,22273.332,68.4,teaching_platform-web-bff-1,196.67,1431.552
2026-09-02T07:51:56.813059+00:00,28.2,22273.332,68.4,teaching_platform-assessment-service-1,112.9,737.5
2026-09-02T07:51:56.813059+00:00,28.2,22273.332,68.4,teaching_platform-learning-service-1,200.14,611.1
2026-09-02T07:51:56.813059+00:00,28.2,22273.332,68.4,teaching_platform-user-service-1,30.07,818.0
2026-09-02T07:51:56.813059+00:00,28.2,22273.332,68.4,teaching_platform-microservices-mysql-1,133.0,410.5
2026-09-02T07:51:59.978470+00:00,47.6,22242.781,68.3,teaching_platform-gateway-1,18.01,25.15
2026-09-02T07:51:59.978470+00:00,47.6,22242.781,68.3,teaching_platform-web-bff-1,196.49,1431.552
2026-09-02T07:51:59.978470+00:00,47.6,22242.781,68.3,teaching_platform-assessment-service-1,116.23,727.0
2026-09-02T07:51:59.978470+00:00,47.6,22242.781,68.3,teaching_platform-learning-service-1,212.01,596.6
2026-09-02T07:51:59.978470+00:00,47.6,22242.781,68.3,teaching_platform-user-service-1,36.41,846.2
2026-09-02T07:51:59.978470+00:00,47.6,22242.781,68.3,teaching_platform-microservices-mysql-1,141.58,410.5
2026-09-02T07:52:03.150756+00:00,46.9,22232.246,68.3,teaching_platform-gateway-1,16.6,25.1
2026-09-02T07:52:03.150756+00:00,46.9,22232.246,68.3,teaching_platform-web-bff-1,199.77,1426.432
2026-09-02T07:52:03.150756+00:00,46.9,22232.246,68.3,teaching_platform-assessment-service-1,116.74,713.6
2026-09-02T07:52:03.150756+00:00,46.9,22232.246,68.3,teaching_platform-learning-service-1,204.91,588.3
2026-09-02T07:52:03.150756+00:00,46.9,22232.246,68.3,teaching_platform-user-service-1,32.7,846.2
2026-09-02T07:52:03.150756+00:00,46.9,22232.246,68.3,teaching_platform-microservices-mysql-1,142.4,410.5
2026-09-02T07:52:06.329958+00:00,44.8,22222.699,68.3,teaching_platform-gateway-1,16.43,25.19
2026-09-02T07:52:06.329958+00:00,44.8,22222.699,68.3,teaching_platform-web-bff-1,209.27,1423.36
2026-09-02T07:52:06.329958+00:00,44.8,22222.699,68.3,teaching_platform-assessment-service-1,117.98,700.4
2026-09-02T07:52:06.329958+00:00,44.8,22222.699,68.3,teaching_platform-learning-service-1,217.51,583.6
2026-09-02T07:52:06.329958+00:00,44.8,22222.699,68.3,teaching_platform-user-service-1,33.29,846.4
2026-09-02T07:52:06.329958+00:00,44.8,22222.699,68.3,teaching_platform-microservices-mysql-1,143.69,410.5
2026-09-02T07:52:09.511959+00:00,45.7,22222.07,68.2,teaching_platform-gateway-1,17.15,25.25
2026-09-02T07:52:09.511959+00:00,45.7,22222.07,68.2,teaching_platform-web-bff-1,190.71,1420.288
2026-09-02T07:52:09.511959+00:00,45.7,22222.07,68.2,teaching_platform-assessment-service-1,110.76,687.1
2026-09-02T07:52:09.511959+00:00,45.7,22222.07,68.2,teaching_platform-learning-service-1,203.46,580.1
2026-09-02T07:52:09.511959+00:00,45.7,22222.07,68.2,teaching_platform-user-service-1,32.09,846.4
2026-09-02T07:52:09.511959+00:00,45.7,22222.07,68.2,teaching_platform-microservices-mysql-1,136.07,410.5
2026-09-02T07:52:12.688420+00:00,47.0,22231.672,68.3,teaching_platform-gateway-1,17.29,25.16
2026-09-02T07:52:12.688420+00:00,47.0,22231.672,68.3,teaching_platform-web-bff-1,208.46,1418.24
2026-09-02T07:52:12.688420+00:00,47.0,22231.672,68.3,teaching_platform-assessment-service-1,114.75,675.1
2026-09-02T07:52:12.688420+00:00,47.0,22231.672,68.3,teaching_platform-learning-service-1,213.98,577.3
2026-09-02T07:52:12.688420+00:00,47.0,22231.672,68.3,teaching_platform-user-service-1,33.09,846.2
2026-09-02T07:52:12.688420+00:00,47.0,22231.672,68.3,teaching_platform-microservices-mysql-1,143.9,410.5
2026-09-02T07:52:15.870137+00:00,46.6,22081.938,67.8,teaching_platform-gateway-1,0.0,25.14
2026-09-02T07:52:15.870137+00:00,46.6,22081.938,67.8,teaching_platform-web-bff-1,0.08,1415.168
2026-09-02T07:52:15.870137+00:00,46.6,22081.938,67.8,teaching_platform-assessment-service-1,1.45,676.0
2026-09-02T07:52:15.870137+00:00,46.6,22081.938,67.8,teaching_platform-learning-service-1,0.11,576.6
2026-09-02T07:52:15.870137+00:00,46.6,22081.938,67.8,teaching_platform-user-service-1,0.07,846.2
2026-09-02T07:52:15.870137+00:00,46.6,22081.938,67.8,teaching_platform-microservices-mysql-1,0.51,410.4
