timestamp_utc,host_cpu_pct,host_memory_used_mib,host_memory_pct,container_name,container_cpu_pct,container_memory_mib
2026-09-02T07:50:11.401711+00:00,46.7,20799.258,63.9,teaching_platform-gateway-1,12.67,24.6
2026-09-02T07:50:11.401711+00:00,46.7,20799.258,63.9,teaching_platform-web-bff-1,51.11,911.3
2026-09-02T07:50:11.401711+00:00,46.7,20799.258,63.9,teaching_platform-assessment-service-1,0.08,448.5
2026-09-02T07:50:11.401711+00:00,46.7,20799.258,63.9,teaching_platform-learning-service-1,0.06,426.3
2026-09-02T07:50:11.401711+00:00,46.7,20799.258,63.9,teaching_platform-user-service-1,0.06,619.2
2026-09-02T07:50:11.401711+00:00,46.7,20799.258,63.9,teaching_platform-microservices-mysql-1,0.42,363.6
2026-09-02T07:50:14.517717+00:00,20.1,20908.324,64.2,teaching_platform-gateway-1,13.59,24.63
2026-09-02T07:50:14.517717+00:00,20.1,20908.324,64.2,teaching_platform-web-bff-1,25.43,910.3
2026-09-02T07:50:14.517717+00:00,20.1,20908.324,64.2,teaching_platform-assessment-service-1,0.09,448.5
2026-09-02T07:50:14.517717+00:00,20.1,20908.324,64.2,teaching_platform-learning-service-1,1.87,426.6
2026-09-02T07:50:14.517717+00:00,20.1,20908.324,64.2,teaching_platform-user-service-1,0.09,619.1
2026-09-02T07:50:14.517717+00:00,20.1,20908.324,64.2,teaching_platform-microservices-mysql-1,0.43,363.6
2026-09-02T07:50:17.419168+00:00,17.9,20918.383,64.2,teaching_platform-gateway-1,13.13,24.83
2026-09-02T07:50:17.419168+00:00,17.9,20918.383,64.2,teaching_platform-web-bff-1,25.01,916.8
2026-09-02T07:50:17.419168+00:00,17.9,20918.383,64.2,teaching_platform-assessment-service-1,0.06,448.5
2026-09-02T07:50:17.419168+00:00,17.9,20918.383,64.2,teaching_platform-learning-service-1,0.06,426.3
2026-09-02T07:50:17.419168+00:00,17.9,20918.383,64.2,teaching_platform-user-service-1,0.06,619.1
2026-09-02T07:50:17.419168+00:00,17.9,20918.383,64.2,teaching_platform-microservices-mysql-1,0.41,363.6
2026-09-02T07:50:20.531036+00:00,18.2,20904.242,64.2,teaching_platform-gateway-1,4.13,25.46
2026-09-02T07:50:20.531036+00:00,18.2,20904.242,64.2,teaching_platform-web-bff-1,850.33,916.4
2026-09-02T07:50:20.531036+00:00,18.2,20904.242,64.2,teaching_platform-assessment-service-1,0.11,448.5
2026-09-02T07:50:20.531036+00:00,18.2,20904.242,64.2,teaching_platform-learning-service-1,0.13,426.3
2026-09-02T07:50:20.531036+00:00,18.2,20904.242,64.2,teaching_platform-user-service-1,16.55,625.9
2026-09-02T07:50:20.531036+00:00,18.2,20904.242,64.2,teaching_platform-microservices-mysql-1,8.41,363.9
2026-09-02T07:50:23.652529+00:00,37.5,20932.18,64.3,teaching_platform-gateway-1,4.8,25.13
2026-09-02T07:50:23.652529+00:00,37.5,20932.18,64.3,teaching_platform-web-bff-1,899.32,916.3
2026-09-02T07:50:23.652529+00:00,37.5,20932.18,64.3,teaching_platform-assessment-service-1,0.13,448.5
2026-09-02T07:50:23.652529+00:00,37.5,20932.18,64.3,teaching_platform-learning-service-1,0.1,426.3
2026-09-02T07:50:23.652529+00:00,37.5,20932.18,64.3,teaching_platform-user-service-1,35.1,646.3
2026-09-02T07:50:23.652529+00:00,37.5,20932.18,64.3,teaching_platform-microservices-mysql-1,4.14,363.9
2026-09-02T07:50:26.606390+00:00,53.3,20934.391,64.3,teaching_platform-gateway-1,5.06,24.98
2026-09-02T07:50:26.606390+00:00,53.3,20934.391,64.3,teaching_platform-web-bff-1,1011.98,926.0
2026-09-02T07:50:26.606390+00:00,53.3,20934.391,64.3,teaching_platform-assessment-service-1,0.11,448.5
2026-09-02T07:50:26.606390+00:00,53.3,20934.391,64.3,teaching_platform-learning-service-1,0.1,426.3
2026-09-02T07:50:26.606390+00:00,53.3,20934.391,64.3,teaching_platform-user-service-1,322.39,677.2
2026-09-02T07:50:26.606390+00:00,53.3,20934.391,64.3,teaching_platform-microservices-mysql-1,4.44,363.6
2026-09-02T07:50:29.799062+00:00,55.1,20961.137,64.4,teaching_platform-gateway-1,4.82,24.7
2026-09-02T07:50:29.799062+00:00,55.1,20961.137,64.4,teaching_platform-web-bff-1,899.06,935.9
2026-09-02T07:50:29.799062+00:00,55.1,20961.137,64.4,teaching_platform-assessment-service-1,2.55,448.5
2026-09-02T07:50:29.799062+00:00,55.1,20961.137,64.4,teaching_platform-learning-service-1,0.15,426.3
2026-09-02T07:50:29.799062+00:00,55.1,20961.137,64.4,teaching_platform-user-service-1,19.8,702.5
2026-09-02T07:50:29.799062+00:00,55.1,20961.137,64.4,teaching_platform-microservices-mysql-1,4.44,363.6
2026-09-02T07:50:32.972471+00:00,47.6,20996.973,64.5,teaching_platform-gateway-1,4.48,25.88
2026-09-02T07:50:32.972471+00:00,47.6,20996.973,64.5,teaching_platform-web-bff-1,884.93,985.2
2026-09-02T07:50:32.972471+00:00,47.6,20996.973,64.5,teaching_platform-assessment-service-1,0.08,448.5
2026-09-02T07:50:32.972471+00:00,47.6,20996.973,64.5,teaching_platform-learning-service-1,0.12,426.3
2026-09-02T07:50:32.972471+00:00,47.6,20996.973,64.5,teaching_platform-user-service-1,14.24,702.4
2026-09-02T07:50:32.972471+00:00,47.6,20996.973,64.5,teaching_platform-microservices-mysql-1,3.89,363.6
2026-09-02T07:50:36.134671+00:00,45.1,21048.715,64.6,teaching_platform-gateway-1,4.88,24.96
2026-09-02T07:50:36.134671+00:00,45.1,21048.715,64.6,teaching_platform-web-bff-1,894.6,1017.0
2026-09-02T07:50:36.134671+00:00,45.1,21048.715,64.6,teaching_platform-assessment-service-1,0.09,448.5
2026-09-02T07:50:36.134671+00:00,45.1,21048.715,64.6,teaching_platform-learning-service-1,0.1,426.3
2026-09-02T07:50:36.134671+00:00,45.1,21048.715,64.6,teaching_platform-user-service-1,10.26,702.2
2026-09-02T07:50:36.134671+00:00,45.1,21048.715,64.6,teaching_platform-microservices-mysql-1,4.11,363.6
2026-09-02T07:50:39.280148+00:00,42.7,21070.891,64.7,teaching_platform-gateway-1,4.69,24.9
2026-09-02T07:50:39.280148+00:00,42.7,21070.891,64.7,teaching_platform-web-bff-1,880.34,1017.0
2026-09-02T07:50:39.280148+00:00,42.7,21070.891,64.7,teaching_platform-assessment-service-1,2.87,448.6
2026-09-02T07:50:39.280148+00:00,42.7,21070.891,64.7,teaching_platform-learning-service-1,0.33,426.3
2026-09-02T07:50:39.280148+00:00,42.7,21070.891,64.7,teaching_platform-user-service-1,8.71,702.7
2026-09-02T07:50:39.280148+00:00,42.7,21070.891,64.7,teaching_platform-microservices-mysql-1,3.99,363.7
